success,time_to_target,sim_duration,min_safety_margin,n_safety_violations,control_effort,mpc_infeasible_steps,n_steps,level,ic_idx,traj_id
True,0.8500000000000002,0.8500000000000002,0.04535616056863817,0,16.71098776048965,0,17,nominal,190,79
False,,0.39999999999999997,-7.899077080343222e-06,1,14.620364264473272,1,8,nominal,192,80
True,0.9500000000000003,0.9500000000000003,2.72925493177867e-05,0,16.811694131106997,0,19,nominal,194,81
True,0.8500000000000002,0.8500000000000002,1.5200994395259378e-06,0,16.762450480700622,0,17,nominal,195,82
True,1.0500000000000003,1.0500000000000003,5.1989917989573435e-06,0,27.37137706736402,0,21,nominal,196,83
True,1.4500000000000006,1.4500000000000006,8.504311245974273e-06,0,52.5782207155851,0,29,nominal,198,84
True,1.4000000000000006,1.4000000000000006,8.402743138098001e-06,0,49.223409854734605,0,28,nominal,199,85
True,0.39999999999999997,0.39999999999999997,7.620092577108419,0,9.449558406955584,0,8,nominal,206,86
True,0.9000000000000002,0.9000000000000002,6.430001725439428e-07,0,25.898194532129963,0,18,nominal,216,87
True,1.1500000000000004,1.1500000000000004,5.8627884785116155e-06,0,27.047559241757625,0,23,nominal,220,88
True,1.0000000000000002,1.0000000000000002,1.3404589489440573e-06,0,29.88091145754104,0,20,nominal,223,89
True,1.2500000000000004,1.2500000000000004,9.774211094586432e-06,0,30.605385609454256,0,25,nominal,230,90
True,1.0500000000000003,1.0500000000000003,2.105375161774463e-06,0,33.373229627456055,0,21,nominal,233,91
True,0.9000000000000002,0.9000000000000002,3.502168604577249e-06,0,15.505766443710469,0,18,nominal,236,92
True,1.1000000000000003,1.1000000000000003,6.45117416935944e-06,0,31.4650286186139,0,22,nominal,238,93
True,0.6,0.6,3.7998730504321103,0,9.791557831724504,0,12,nominal,239,94
True,1.3500000000000005,1.3500000000000005,4.077297896169734e-07,0,35.55342653688735,0,27,nominal,242,95
True,0.49999999999999994,0.49999999999999994,3.98545780347908e-05,0,8.860435435550846,0,10,nominal,244,96
True,1.4500000000000006,1.4500000000000006,5.87602078360797e-06,0,52.312947553356295,0,29,nominal,245,97
True,0.9500000000000003,0.9500000000000003,9.312947109251373e-09,0,21.59775038231573,0,19,nominal,246,98
True,1.3000000000000005,1.3000000000000005,4.3095980565340915e-06,0,34.293878056882924,0,26,nominal,252,99
True,1.0500000000000003,1.0500000000000003,1.503463477428908e-06,0,30.616301198896362,0,21,nominal,253,100
True,1.3000000000000005,1.3000000000000005,1.8344354273549308e-06,0,33.1976200871427,0,26,nominal,256,101
True,1.3000000000000005,1.3000000000000005,1.008665673505077e-05,0,44.01483100491177,0,26,nominal,258,102
